Art,Sort,Kg.,Gnms. pris,Max,dato,auktion
Blæksprutter,"9,0",2.136 kg.,"17,58 Kr.","22,40 Kr.",02-11-2020,Thyborøn
Brosme,"9,0",91 kg.,"19,08 Kr.","20,50 Kr.",02-11-2020,Thyborøn
Fjæsing,"9,0",80 kg.,"9,04 Kr.","20,80 Kr.",02-11-2020,Thyborøn
Glashvarre,"9,0",69 kg.,"31,52 Kr.","38,40 Kr.",02-11-2020,Thyborøn
Grå knurhaner,"9,0",52 kg.,"2,21 Kr.","2,50 Kr.",02-11-2020,Thyborøn
Havkat,"1,0",40 kg.,"47,34 Kr.","49,50 Kr.",02-11-2020,Thyborøn
Havkat,"2,0",177 kg.,"44,20 Kr.","48,10 Kr.",02-11-2020,Thyborøn
Havkat,"3,0",29 kg.,"16,16 Kr.","18,20 Kr.",02-11-2020,Thyborøn
Havtaske,"1,0",644 kg.,"24,85 Kr.","32,90 Kr.",02-11-2020,Thyborøn
Havtaske,"2,0",1.146 kg.,"32,26 Kr.","34,30 Kr.",02-11-2020,Thyborøn
Havtaske,"3,0",1.936 kg.,"36,37 Kr.","37,79 Kr.",02-11-2020,Thyborøn
Havtaske,"4,0",1.159 kg.,"33,03 Kr.","34,59 Kr.",02-11-2020,Thyborøn
Havtaske,"5,0",142 kg.,"19,12 Kr.","20,58 Kr.",02-11-2020,Thyborøn
Havtaske u/h,"1,0",12 kg.,"68,60 Kr.","73,20 Kr.",02-11-2020,Thyborøn
Havtaske u/h,"2,0",50 kg.,"77,47 Kr.","84,00 Kr.",02-11-2020,Thyborøn
Havtaske u/h,"3,0",136 kg.,"79,81 Kr.","87,40 Kr.",02-11-2020,Thyborøn
Havtaske u/h,"4,0",165 kg.,"79,61 Kr.","81,10 Kr.",02-11-2020,Thyborøn
Havtaske u/h,"5,0",67 kg.,"51,80 Kr.","53,10 Kr.",02-11-2020,Thyborøn
Helleflynder,"1,0",96 kg.,"75,73 Kr.","85,80 Kr.",02-11-2020,Thyborøn
Helleflynder,"2,0",12 kg.,"79,93 Kr.","80,00 Kr.",02-11-2020,Thyborøn
Helleflynder,"3,0",20 kg.,"74,35 Kr.","74,90 Kr.",02-11-2020,Thyborøn
Helleflynder,"4,0",21 kg.,"70,46 Kr.","72,60 Kr.",02-11-2020,Thyborøn
Helleflynder,"5,0",22 kg.,"44,88 Kr.","61,20 Kr.",02-11-2020,Thyborøn
Hvilling,"1,0",170 kg.,"17,35 Kr.","17,88 Kr.",02-11-2020,Thyborøn
Hvilling,"2,0",203 kg.,"11,35 Kr.","13,52 Kr.",02-11-2020,Thyborøn
Hvilling,"3,0",30 kg.,"8,33 Kr.","8,54 Kr.",02-11-2020,Thyborøn
Ising,"1,0",278 kg.,"15,02 Kr.","15,87 Kr.",02-11-2020,Thyborøn
Ising,"2,0",497 kg.,"11,12 Kr.","11,69 Kr.",02-11-2020,Thyborøn
Knurhaner,"1,0",7 kg.,"24,10 Kr.","24,10 Kr.",02-11-2020,Thyborøn
Knurhaner,"2,0",51 kg.,"9,60 Kr.","11,40 Kr.",02-11-2020,Thyborøn
Knurhaner,"3,0",61 kg.,"2,63 Kr.","2,70 Kr.",02-11-2020,Thyborøn
Knurhaner,"9,0",6 kg.,"18,00 Kr.","18,00 Kr.",02-11-2020,Thyborøn
Krabbeklør,"1,0",83 kg.,"83,81 Kr.","88,30 Kr.",02-11-2020,Thyborøn
Krabbeklør,"2,0",145 kg.,"40,76 Kr.","47,20 Kr.",02-11-2020,Thyborøn
Krabbeklør,"3,0",51 kg.,"5,86 Kr.","6,50 Kr.",02-11-2020,Thyborøn
Kuller,"1,0",761 kg.,"22,81 Kr.","28,55 Kr.",02-11-2020,Thyborøn
Kuller,"2,0",1.465 kg.,"17,28 Kr.","20,91 Kr.",02-11-2020,Thyborøn
Kuller,"3,0",697 kg.,"7,91 Kr.","10,50 Kr.",02-11-2020,Thyborøn
Kuller,"4,0",123 kg.,"2,65 Kr.","2,68 Kr.",02-11-2020,Thyborøn
Kulmule,"0,0",600 kg.,"63,87 Kr.","68,56 Kr.",02-11-2020,Thyborøn
Kulmule,"1,0",1.299 kg.,"43,60 Kr.","46,75 Kr.",02-11-2020,Thyborøn
Kulmule,"2,0",9.363 kg.,"25,67 Kr.","30,95 Kr.",02-11-2020,Thyborøn
Kulmule,"3,0",4.885 kg.,"12,91 Kr.","18,46 Kr.",02-11-2020,Thyborøn
Kulmule,"4,0",257 kg.,"7,47 Kr.","7,83 Kr.",02-11-2020,Thyborøn
Kulmule,"9,0",72 kg.,"5,05 Kr.","5,98 Kr.",02-11-2020,Thyborøn
Kulmule Rogn,"5,0",13 kg.,"23,50 Kr.","23,50 Kr.",02-11-2020,Thyborøn
Kulso,"9,0",2 kg.,"60,00 Kr.","70,00 Kr.",02-11-2020,Thyborøn
Langer,"1,0",306 kg.,"20,86 Kr.","23,86 Kr.",02-11-2020,Thyborøn
Langer,"2,0",237 kg.,"20,06 Kr.","24,75 Kr.",02-11-2020,Thyborøn
Langer,"3,0",727 kg.,"12,15 Kr.","17,09 Kr.",02-11-2020,Thyborøn
Langer,"9,0",12 kg.,"4,30 Kr.","4,30 Kr.",02-11-2020,Thyborøn
Lyssej,"1,0",5 kg.,"24,50 Kr.","24,50 Kr.",02-11-2020,Thyborøn
Lyssej,"2,0",252 kg.,"31,91 Kr.","36,86 Kr.",02-11-2020,Thyborøn
Lyssej,"3,0",777 kg.,"24,82 Kr.","28,48 Kr.",02-11-2020,Thyborøn
Lyssej,"4,0",231 kg.,"14,47 Kr.","16,90 Kr.",02-11-2020,Thyborøn
Lyssej,"9,0",19 kg.,"11,35 Kr.","12,30 Kr.",02-11-2020,Thyborøn
Makrel,"9,0",21 kg.,"15,40 Kr.","15,40 Kr.",02-11-2020,Thyborøn
Mørksej,"1,0",208 kg.,"15,97 Kr.","17,11 Kr.",02-11-2020,Thyborøn
Mørksej,"2,0",583 kg.,"14,57 Kr.","17,55 Kr.",02-11-2020,Thyborøn
Mørksej,"3,0",2.210 kg.,"13,55 Kr.","14,96 Kr.",02-11-2020,Thyborøn
Mørksej,"4,0",6.438 kg.,"10,09 Kr.","11,30 Kr.",02-11-2020,Thyborøn
Pighvar,"0,0",42 kg.,"156,53 Kr.","175,00 Kr.",02-11-2020,Thyborøn
Pighvar,"1,0",65 kg.,"137,00 Kr.","150,00 Kr.",02-11-2020,Thyborøn
Pighvar,"2,0",62 kg.,"112,80 Kr.","117,90 Kr.",02-11-2020,Thyborøn
Pighvar,"3,0",190 kg.,"88,10 Kr.","90,80 Kr.",02-11-2020,Thyborøn
Pighvar,"4,0",130 kg.,"47,71 Kr.","52,60 Kr.",02-11-2020,Thyborøn
Pighvar,"9,0",22 kg.,"12,99 Kr.","18,30 Kr.",02-11-2020,Thyborøn
Rokker/skader,"9,0",101 kg.,"6,70 Kr.","6,70 Kr.",02-11-2020,Thyborøn
Rød mulle,"9,0",9 kg.,"37,40 Kr.","37,40 Kr.",02-11-2020,Thyborøn
Rødspætter,"1,0",2.332 kg.,"26,66 Kr.","31,48 Kr.",02-11-2020,Thyborøn
Rødspætter,"2,0",3.414 kg.,"28,91 Kr.","32,53 Kr.",02-11-2020,Thyborøn
Rødspætter,"3,0",5.533 kg.,"19,65 Kr.","22,60 Kr.",02-11-2020,Thyborøn
Rødspætter,"4,0",8.850 kg.,"14,45 Kr.","14,79 Kr.",02-11-2020,Thyborøn
Rødspætter,"9,0",13 kg.,"12,72 Kr.","13,00 Kr.",02-11-2020,Thyborøn
Rødtunger,"1,0",144 kg.,"60,96 Kr.","70,30 Kr.",02-11-2020,Thyborøn
Rødtunger,"2,0",1.281 kg.,"41,77 Kr.","51,00 Kr.",02-11-2020,Thyborøn
Rødtunger,"3,0",2.675 kg.,"23,17 Kr.","25,73 Kr.",02-11-2020,Thyborøn
Rødtunger,"9,0",25 kg.,"28,18 Kr.","35,80 Kr.",02-11-2020,Thyborøn
Sankt Peters fisk,"9,0",18 kg.,"35,07 Kr.","48,00 Kr.",02-11-2020,Thyborøn
Skærising,"1,0",212 kg.,"31,44 Kr.","41,10 Kr.",02-11-2020,Thyborøn
Skærising,"2,0",611 kg.,"22,18 Kr.","28,40 Kr.",02-11-2020,Thyborøn
Skærising,"3,0",161 kg.,"7,56 Kr.","10,17 Kr.",02-11-2020,Thyborøn
Skærising,"9,0",8 kg.,"13,00 Kr.","13,00 Kr.",02-11-2020,Thyborøn
Slethvar,"0,0",50 kg.,"68,23 Kr.","72,60 Kr.",02-11-2020,Thyborøn
Slethvar,"1,0",161 kg.,"55,80 Kr.","64,70 Kr.",02-11-2020,Thyborøn
Slethvar,"2,0",188 kg.,"32,00 Kr.","44,40 Kr.",02-11-2020,Thyborøn
Småplettet rokke,"9,0",485 kg.,"9,45 Kr.","10,40 Kr.",02-11-2020,Thyborøn
Storplettet Rokke,"9,0",57 kg.,"8,64 Kr.","10,30 Kr.",02-11-2020,Thyborøn
Taskekrabber,"9,0",113 kg.,"1,76 Kr.","1,76 Kr.",02-11-2020,Thyborøn
Torsk,"0,0",506 kg.,"44,82 Kr.","47,42 Kr.",02-11-2020,Thyborøn
Torsk,"1,0",1.188 kg.,"45,88 Kr.","50,86 Kr.",02-11-2020,Thyborøn
Torsk,"2,0",3.167 kg.,"44,56 Kr.","51,13 Kr.",02-11-2020,Thyborøn
Torsk,"3,0",4.203 kg.,"38,03 Kr.","41,52 Kr.",02-11-2020,Thyborøn
Torsk,"4,0",10.131 kg.,"26,20 Kr.","34,73 Kr.",02-11-2020,Thyborøn
Torsk,"5,0",4.594 kg.,"18,53 Kr.","24,19 Kr.",02-11-2020,Thyborøn
Tunger,"1,0",122 kg.,"107,01 Kr.","115,30 Kr.",02-11-2020,Thyborøn
Tunger,"2,0",99 kg.,"87,04 Kr.","90,30 Kr.",02-11-2020,Thyborøn
Tunger,"3,0",64 kg.,"67,14 Kr.","75,00 Kr.",02-11-2020,Thyborøn
Tunger,"4,0",48 kg.,"42,95 Kr.","50,00 Kr.",02-11-2020,Thyborøn
Tunger,"5,0",33 kg.,"32,28 Kr.","35,90 Kr.",02-11-2020,Thyborøn
Alm hummer,"1,0",20 kg.,"135,25 Kr.","153,10 Kr.",03-11-2020,Thyborøn
Alm hummer,"2,0",18 kg.,"183,82 Kr.","188,40 Kr.",03-11-2020,Thyborøn
Alm hummer,"9,0",4 kg.,"89,65 Kr.","118,60 Kr.",03-11-2020,Thyborøn
Blæksprutter,"9,0",1.020 kg.,"14,39 Kr.","22,64 Kr.",03-11-2020,Thyborøn
Brosme,"9,0",3 kg.,"2,51 Kr.","2,51 Kr.",03-11-2020,Thyborøn
Fjæsing,"9,0",19 kg.,"18,40 Kr.","18,40 Kr.",03-11-2020,Thyborøn
Grå knurhaner,"9,0",40 kg.,"2,10 Kr.","2,10 Kr.",03-11-2020,Thyborøn
Havkat,"2,0",115 kg.,"42,47 Kr.","44,50 Kr.",03-11-2020,Thyborøn
Havkat,"3,0",29 kg.,"16,62 Kr.","18,60 Kr.",03-11-2020,Thyborøn
Havtaske,"1,0",33 kg.,"27,68 Kr.","31,83 Kr.",03-11-2020,Thyborøn
Havtaske,"2,0",256 kg.,"33,74 Kr.","34,26 Kr.",03-11-2020,Thyborøn
Havtaske,"3,0",756 kg.,"40,51 Kr.","42,00 Kr.",03-11-2020,Thyborøn
Havtaske,"4,0",660 kg.,"39,62 Kr.","41,00 Kr.",03-11-2020,Thyborøn
Havtaske,"5,0",186 kg.,"18,83 Kr.","20,25 Kr.",03-11-2020,Thyborøn
Havål,"0,0",3 kg.,"50,00 Kr.","50,00 Kr.",03-11-2020,Thyborøn
Helleflynder,"1,0",13 kg.,"75,00 Kr.","75,00 Kr.",03-11-2020,Thyborøn
Helleflynder,"4,0",12 kg.,"71,00 Kr.","71,00 Kr.",03-11-2020,Thyborøn
Helleflynder,"5,0",2 kg.,"60,80 Kr.","60,80 Kr.",03-11-2020,Thyborøn
Hvilling,"2,0",43 kg.,"14,02 Kr.","14,07 Kr.",03-11-2020,Thyborøn
Hvilling,"3,0",9 kg.,"8,72 Kr.","8,72 Kr.",03-11-2020,Thyborøn
Ising,"1,0",219 kg.,"16,22 Kr.","16,97 Kr.",03-11-2020,Thyborøn
Ising,"2,0",119 kg.,"8,69 Kr.","8,88 Kr.",03-11-2020,Thyborøn
Knurhaner,"2,0",10 kg.,"15,40 Kr.","15,40 Kr.",03-11-2020,Thyborøn
Knurhaner,"3,0",20 kg.,"3,10 Kr.","3,10 Kr.",03-11-2020,Thyborøn
Krabbeklør,"1,0",24 kg.,"85,50 Kr.","91,00 Kr.",03-11-2020,Thyborøn
Krabbeklør,"2,0",47 kg.,"39,09 Kr.","39,70 Kr.",03-11-2020,Thyborøn
Kuller,"1,0",33 kg.,"22,38 Kr.","22,72 Kr.",03-11-2020,Thyborøn
Kuller,"2,0",65 kg.,"16,10 Kr.","16,32 Kr.",03-11-2020,Thyborøn
Kuller,"3,0",354 kg.,"8,34 Kr.","9,40 Kr.",03-11-2020,Thyborøn
Kuller,"4,0",44 kg.,"3,11 Kr.","3,12 Kr.",03-11-2020,Thyborøn
Kulmule,"0,0",19 kg.,"32,30 Kr.","32,30 Kr.",03-11-2020,Thyborøn
Kulmule,"1,0",6 kg.,"24,59 Kr.","24,59 Kr.",03-11-2020,Thyborøn
Kulmule,"2,0",16 kg.,"21,22 Kr.","24,72 Kr.",03-11-2020,Thyborøn
Kulmule,"3,0",48 kg.,"7,68 Kr.","11,76 Kr.",03-11-2020,Thyborøn
Kulmule,"4,0",6 kg.,"3,76 Kr.","3,76 Kr.",03-11-2020,Thyborøn
Kulmule,"9,0",12 kg.,"5,77 Kr.","5,77 Kr.",03-11-2020,Thyborøn
Langer,"1,0",48 kg.,"23,72 Kr.","23,72 Kr.",03-11-2020,Thyborøn
Langer,"2,0",15 kg.,"17,62 Kr.","18,05 Kr.",03-11-2020,Thyborøn
Langer,"3,0",117 kg.,"12,69 Kr.","14,08 Kr.",03-11-2020,Thyborøn
Lyssej,"2,0",17 kg.,"24,46 Kr.","24,58 Kr.",03-11-2020,Thyborøn
Lyssej,"3,0",244 kg.,"23,93 Kr.","24,92 Kr.",03-11-2020,Thyborøn
Lyssej,"4,0",101 kg.,"19,06 Kr.","20,06 Kr.",03-11-2020,Thyborøn
Makrel,"9,0",95 kg.,"16,24 Kr.","16,24 Kr.",03-11-2020,Thyborøn
Mørksej,"1,0",9 kg.,"15,59 Kr.","15,59 Kr.",03-11-2020,Thyborøn
Mørksej,"2,0",27 kg.,"16,00 Kr.","16,00 Kr.",03-11-2020,Thyborøn
Mørksej,"3,0",60 kg.,"15,83 Kr.","15,83 Kr.",03-11-2020,Thyborøn
Mørksej,"4,0",95 kg.,"10,30 Kr.","10,53 Kr.",03-11-2020,Thyborøn
Pighaj u/r,"2,0",194 kg.,"7,80 Kr.","8,71 Kr.",03-11-2020,Thyborøn
Pighvar,"0,0",51 kg.,"137,66 Kr.","160,00 Kr.",03-11-2020,Thyborøn
Pighvar,"1,0",66 kg.,"118,71 Kr.","134,30 Kr.",03-11-2020,Thyborøn
Pighvar,"2,0",33 kg.,"109,50 Kr.","113,60 Kr.",03-11-2020,Thyborøn
Pighvar,"3,0",122 kg.,"83,77 Kr.","92,20 Kr.",03-11-2020,Thyborøn
Pighvar,"4,0",84 kg.,"46,77 Kr.","51,90 Kr.",03-11-2020,Thyborøn
Pighvar,"9,0",19 kg.,"26,59 Kr.","28,30 Kr.",03-11-2020,Thyborøn
Rød mulle,"9,0",6 kg.,"34,80 Kr.","34,80 Kr.",03-11-2020,Thyborøn
Rødhaj,"9,0",30 kg.,"13,10 Kr.","13,10 Kr.",03-11-2020,Thyborøn
Rødspætter,"1,0",1.799 kg.,"28,14 Kr.","29,22 Kr.",03-11-2020,Thyborøn
Rødspætter,"2,0",2.413 kg.,"29,86 Kr.","31,87 Kr.",03-11-2020,Thyborøn
Rødspætter,"3,0",3.019 kg.,"19,98 Kr.","23,08 Kr.",03-11-2020,Thyborøn
Rødspætter,"4,0",4.077 kg.,"14,69 Kr.","16,90 Kr.",03-11-2020,Thyborøn
Rødtunger,"1,0",146 kg.,"69,00 Kr.","73,50 Kr.",03-11-2020,Thyborøn
Rødtunger,"2,0",1.080 kg.,"45,30 Kr.","52,08 Kr.",03-11-2020,Thyborøn
Rødtunger,"3,0",1.867 kg.,"23,51 Kr.","25,45 Kr.",03-11-2020,Thyborøn
Skærising,"1,0",11 kg.,"37,90 Kr.","37,90 Kr.",03-11-2020,Thyborøn
Skærising,"2,0",51 kg.,"27,80 Kr.","27,80 Kr.",03-11-2020,Thyborøn
Skærising,"3,0",10 kg.,"6,10 Kr.","6,10 Kr.",03-11-2020,Thyborøn
Slethvar,"0,0",30 kg.,"73,24 Kr.","84,20 Kr.",03-11-2020,Thyborøn
Slethvar,"1,0",85 kg.,"51,39 Kr.","52,00 Kr.",03-11-2020,Thyborøn
Slethvar,"2,0",59 kg.,"31,08 Kr.","39,00 Kr.",03-11-2020,Thyborøn
Småplettet rokke,"9,0",67 kg.,"11,88 Kr.","12,62 Kr.",03-11-2020,Thyborøn
Storplettet Rokke,"9,0",33 kg.,"12,00 Kr.","12,00 Kr.",03-11-2020,Thyborøn
Torsk,"0,0",20 kg.,"45,67 Kr.","45,67 Kr.",03-11-2020,Thyborøn
Torsk,"1,0",61 kg.,"48,15 Kr.","48,98 Kr.",03-11-2020,Thyborøn
Torsk,"2,0",298 kg.,"46,54 Kr.","47,20 Kr.",03-11-2020,Thyborøn
Torsk,"3,0",575 kg.,"40,00 Kr.","41,00 Kr.",03-11-2020,Thyborøn
Torsk,"4,0",2.105 kg.,"27,84 Kr.","30,92 Kr.",03-11-2020,Thyborøn
Torsk,"5,0",1.681 kg.,"16,11 Kr.","19,01 Kr.",03-11-2020,Thyborøn
Tunger,"1,0",35 kg.,"107,76 Kr.","113,20 Kr.",03-11-2020,Thyborøn
Tunger,"2,0",42 kg.,"95,38 Kr.","99,00 Kr.",03-11-2020,Thyborøn
Tunger,"3,0",22 kg.,"71,50 Kr.","71,50 Kr.",03-11-2020,Thyborøn
Tunger,"4,0",15 kg.,"50,40 Kr.","50,40 Kr.",03-11-2020,Thyborøn
Tunger,"5,0",10 kg.,"32,80 Kr.","32,80 Kr.",03-11-2020,Thyborøn
Blæksprutte Ottearmet,"4,0",32 kg.,"17,86 Kr.","17,86 Kr.",04-11-2020,Thyborøn
Blæksprutter,"9,0",671 kg.,"15,97 Kr.","24,44 Kr.",04-11-2020,Thyborøn
Fjæsing,"9,0",22 kg.,"15,50 Kr.","15,50 Kr.",04-11-2020,Thyborøn
Havkat,"2,0",217 kg.,"46,07 Kr.","48,91 Kr.",04-11-2020,Thyborøn
Havkat,"3,0",30 kg.,"21,10 Kr.","21,10 Kr.",04-11-2020,Thyborøn
Havtaske,"1,0",70 kg.,"32,49 Kr.","33,36 Kr.",04-11-2020,Thyborøn
Havtaske,"2,0",212 kg.,"33,31 Kr.","35,06 Kr.",04-11-2020,Thyborøn
Havtaske,"3,0",422 kg.,"38,29 Kr.","41,08 Kr.",04-11-2020,Thyborøn
Havtaske,"4,0",441 kg.,"36,70 Kr.","36,83 Kr.",04-11-2020,Thyborøn
Havtaske,"5,0",184 kg.,"17,99 Kr.","18,51 Kr.",04-11-2020,Thyborøn
Helleflynder,"1,0",10 kg.,"66,50 Kr.","67,60 Kr.",04-11-2020,Thyborøn
Helleflynder,"2,0",26 kg.,"66,50 Kr.","67,30 Kr.",04-11-2020,Thyborøn
Helleflynder,"3,0",29 kg.,"62,31 Kr.","66,10 Kr.",04-11-2020,Thyborøn
Helleflynder,"4,0",53 kg.,"59,37 Kr.","64,70 Kr.",04-11-2020,Thyborøn
Helleflynder,"5,0",66 kg.,"51,80 Kr.","56,40 Kr.",04-11-2020,Thyborøn
Hvilling,"2,0",64 kg.,"11,89 Kr.","11,89 Kr.",04-11-2020,Thyborøn
Hvilling,"3,0",68 kg.,"9,45 Kr.","9,45 Kr.",04-11-2020,Thyborøn
Ising,"1,0",74 kg.,"16,02 Kr.","16,02 Kr.",04-11-2020,Thyborøn
Ising,"2,0",145 kg.,"10,24 Kr.","10,24 Kr.",04-11-2020,Thyborøn
Knurhaner,"1,0",15 kg.,"30,00 Kr.","30,00 Kr.",04-11-2020,Thyborøn
Knurhaner,"2,0",45 kg.,"12,23 Kr.","14,50 Kr.",04-11-2020,Thyborøn
Knurhaner,"3,0",72 kg.,"3,63 Kr.","4,60 Kr.",04-11-2020,Thyborøn
Knurhaner,"4,0",7 kg.,"1,10 Kr.","1,10 Kr.",04-11-2020,Thyborøn
Krabbeklør,"1,0",28 kg.,"69,90 Kr.","69,90 Kr.",04-11-2020,Thyborøn
Krabbeklør,"2,0",44 kg.,"38,30 Kr.","38,30 Kr.",04-11-2020,Thyborøn
Kuller,"1,0",4 kg.,"21,80 Kr.","21,80 Kr.",04-11-2020,Thyborøn
Kuller,"2,0",214 kg.,"15,19 Kr.","15,46 Kr.",04-11-2020,Thyborøn
Kuller,"3,0",51 kg.,"10,23 Kr.","10,50 Kr.",04-11-2020,Thyborøn
Kuller,"4,0",13 kg.,"6,73 Kr.","6,73 Kr.",04-11-2020,Thyborøn
Kulmule,"2,0",4 kg.,"19,69 Kr.","19,69 Kr.",04-11-2020,Thyborøn
Kulmule,"3,0",20 kg.,"9,83 Kr.","9,83 Kr.",04-11-2020,Thyborøn
Kulmule,"4,0",55 kg.,"5,03 Kr.","5,28 Kr.",04-11-2020,Thyborøn
Langer,"2,0",38 kg.,"20,35 Kr.","21,03 Kr.",04-11-2020,Thyborøn
Langer,"3,0",88 kg.,"15,95 Kr.","16,55 Kr.",04-11-2020,Thyborøn
Lyssej,"2,0",50 kg.,"27,65 Kr.","29,32 Kr.",04-11-2020,Thyborøn
Lyssej,"3,0",95 kg.,"25,68 Kr.","25,86 Kr.",04-11-2020,Thyborøn
Lyssej,"4,0",41 kg.,"20,80 Kr.","20,80 Kr.",04-11-2020,Thyborøn
Lyssej,"9,0",11 kg.,"19,00 Kr.","19,00 Kr.",04-11-2020,Thyborøn
Mørksej,"4,0",16 kg.,"9,85 Kr.","9,85 Kr.",04-11-2020,Thyborøn
Pighvar,"0,0",32 kg.,"120,70 Kr.","120,70 Kr.",04-11-2020,Thyborøn
Pighvar,"1,0",85 kg.,"113,98 Kr.","134,90 Kr.",04-11-2020,Thyborøn
Pighvar,"2,0",74 kg.,"100,61 Kr.","111,70 Kr.",04-11-2020,Thyborøn
Pighvar,"3,0",122 kg.,"77,45 Kr.","81,70 Kr.",04-11-2020,Thyborøn
Pighvar,"4,0",42 kg.,"52,30 Kr.","52,30 Kr.",04-11-2020,Thyborøn
Pighvar,"9,0",27 kg.,"31,28 Kr.","32,00 Kr.",04-11-2020,Thyborøn
Rød mulle,"9,0",7 kg.,"35,80 Kr.","35,80 Kr.",04-11-2020,Thyborøn
Rødhaj,"9,0",111 kg.,"6,71 Kr.","11,37 Kr.",04-11-2020,Thyborøn
Rødspætter,"1,0",1.728 kg.,"28,52 Kr.","29,79 Kr.",04-11-2020,Thyborøn
Rødspætter,"2,0",2.489 kg.,"30,52 Kr.","34,41 Kr.",04-11-2020,Thyborøn
Rødspætter,"3,0",2.762 kg.,"20,93 Kr.","28,49 Kr.",04-11-2020,Thyborøn
Rødspætter,"4,0",4.510 kg.,"14,38 Kr.","14,82 Kr.",04-11-2020,Thyborøn
Rødtunger,"1,0",593 kg.,"57,46 Kr.","60,24 Kr.",04-11-2020,Thyborøn
Rødtunger,"2,0",1.295 kg.,"40,86 Kr.","48,74 Kr.",04-11-2020,Thyborøn
Rødtunger,"3,0",1.187 kg.,"23,64 Kr.","24,39 Kr.",04-11-2020,Thyborøn
Sankt Peters fisk,"9,0",3 kg.,"35,00 Kr.","35,00 Kr.",04-11-2020,Thyborøn
Skægtorsk,"6,0",8 kg.,"107,50 Kr.","107,50 Kr.",04-11-2020,Thyborøn
Skærising,"2,0",60 kg.,"18,45 Kr.","18,80 Kr.",04-11-2020,Thyborøn
Slethvar,"0,0",37 kg.,"69,20 Kr.","69,20 Kr.",04-11-2020,Thyborøn
Slethvar,"1,0",103 kg.,"47,51 Kr.","52,60 Kr.",04-11-2020,Thyborøn
Slethvar,"2,0",144 kg.,"28,16 Kr.","36,60 Kr.",04-11-2020,Thyborøn
Slethvar,"9,0",7 kg.,"27,20 Kr.","27,20 Kr.",04-11-2020,Thyborøn
Småplettet rokke,"9,0",354 kg.,"15,47 Kr.","16,75 Kr.",04-11-2020,Thyborøn
Storplettet Rokke,"9,0",69 kg.,"14,20 Kr.","14,20 Kr.",04-11-2020,Thyborøn
Taskekrabber,"9,0",326 kg.,"5,02 Kr.","7,87 Kr.",04-11-2020,Thyborøn
Torsk,"0,0",125 kg.,"47,55 Kr.","47,55 Kr.",04-11-2020,Thyborøn
Torsk,"1,0",351 kg.,"48,42 Kr.","48,52 Kr.",04-11-2020,Thyborøn
Torsk,"2,0",797 kg.,"47,23 Kr.","48,69 Kr.",04-11-2020,Thyborøn
Torsk,"3,0",891 kg.,"42,10 Kr.","42,52 Kr.",04-11-2020,Thyborøn
Torsk,"4,0",1.975 kg.,"29,18 Kr.","34,65 Kr.",04-11-2020,Thyborøn
Torsk,"5,0",1.758 kg.,"17,76 Kr.","18,10 Kr.",04-11-2020,Thyborøn
Tunger,"1,0",61 kg.,"115,10 Kr.","115,10 Kr.",04-11-2020,Thyborøn
Tunger,"2,0",76 kg.,"93,72 Kr.","94,10 Kr.",04-11-2020,Thyborøn
